"Población de 10 y más años de la C.A. de Euskadi por comarca, nivel de instrucción, sexo y periodo"

"comarca";"nivel de instrucción";"sexo";"periodo";Población de 10 y más años de la C.A. de Euskadi
"Durangaldea / Duranguesado";"Analfabetos";"Mujeres";"2020";233
"Durangaldea / Duranguesado";"Sin estudios";"Hombres";"2010";1141
"Durangaldea / Duranguesado";"Sin estudios";"Hombres";"2013";993
"Durangaldea / Duranguesado";"Sin estudios";"Hombres";"2014";939
"Durangaldea / Duranguesado";"Sin estudios";"Hombres";"2015";931
"Durangaldea / Duranguesado";"Sin estudios";"Hombres";"2016";876
"Durangaldea / Duranguesado";"Sin estudios";"Hombres";"2018";918
"Durangaldea / Duranguesado";"Sin estudios";"Hombres";"2019";858
"Durangaldea / Duranguesado";"Sin estudios";"Hombres";"2020";853
"Durangaldea / Duranguesado";"Sin estudios";"Mujeres";"2010";1573
"Durangaldea / Duranguesado";"Sin estudios";"Mujeres";"2013";1364
"Durangaldea / Duranguesado";"Sin estudios";"Mujeres";"2014";1304
"Durangaldea / Duranguesado";"Sin estudios";"Mujeres";"2015";1261
"Durangaldea / Duranguesado";"Sin estudios";"Mujeres";"2016";1206
"Durangaldea / Duranguesado";"Sin estudios";"Mujeres";"2018";1201
"Durangaldea / Duranguesado";"Sin estudios";"Mujeres";"2019";1156
"Durangaldea / Duranguesado";"Sin estudios";"Mujeres";"2020";1155
"Durangaldea / Duranguesado";"Primarios";"Hombres";"2010";16616
"Durangaldea / Duranguesado";"Primarios";"Hombres";"2013";16024
"Durangaldea / Duranguesado";"Primarios";"Hombres";"2014";15689
"Durangaldea / Duranguesado";"Primarios";"Hombres";"2015";15391
"Durangaldea / Duranguesado";"Primarios";"Hombres";"2016";15206
"Durangaldea / Duranguesado";"Primarios";"Hombres";"2018";14730
"Durangaldea / Duranguesado";"Primarios";"Hombres";"2019";14294
"Durangaldea / Duranguesado";"Primarios";"Hombres";"2020";14152
"Durangaldea / Duranguesado";"Primarios";"Mujeres";"2010";18596
"Durangaldea / Duranguesado";"Primarios";"Mujeres";"2013";18087
"Durangaldea / Duranguesado";"Primarios";"Mujeres";"2014";17916
"Durangaldea / Duranguesado";"Primarios";"Mujeres";"2015";17713
"Durangaldea / Duranguesado";"Primarios";"Mujeres";"2016";17418
"Durangaldea / Duranguesado";"Primarios";"Mujeres";"2018";16884
"Durangaldea / Duranguesado";"Primarios";"Mujeres";"2019";16463
"Durangaldea / Duranguesado";"Primarios";"Mujeres";"2020";16206
"Durangaldea / Duranguesado";"Profesionales";"Hombres";"2010";9089
"Durangaldea / Duranguesado";"Profesionales";"Hombres";"2013";10214
"Durangaldea / Duranguesado";"Profesionales";"Hombres";"2014";10382
"Durangaldea / Duranguesado";"Profesionales";"Hombres";"2015";10509
"Durangaldea / Duranguesado";"Profesionales";"Hombres";"2016";10706
"Durangaldea / Duranguesado";"Profesionales";"Hombres";"2018";11026
"Durangaldea / Duranguesado";"Profesionales";"Hombres";"2019";11638
"Durangaldea / Duranguesado";"Profesionales";"Hombres";"2020";12027
"Durangaldea / Duranguesado";"Profesionales";"Mujeres";"2010";5945
"Durangaldea / Duranguesado";"Profesionales";"Mujeres";"2013";6639
"Durangaldea / Duranguesado";"Profesionales";"Mujeres";"2014";6805
"Durangaldea / Duranguesado";"Profesionales";"Mujeres";"2015";6910
"Durangaldea / Duranguesado";"Profesionales";"Mujeres";"2016";7020
"Durangaldea / Duranguesado";"Profesionales";"Mujeres";"2018";7208
"Durangaldea / Duranguesado";"Profesionales";"Mujeres";"2019";7633
"Durangaldea / Duranguesado";"Profesionales";"Mujeres";"2020";7993
"Durangaldea / Duranguesado";"Secundarios";"Hombres";"2010";8873
"Durangaldea / Duranguesado";"Secundarios";"Hombres";"2013";8659
"Durangaldea / Duranguesado";"Secundarios";"Hombres";"2014";8497
"Durangaldea / Duranguesado";"Secundarios";"Hombres";"2015";8741
"Durangaldea / Duranguesado";"Secundarios";"Hombres";"2016";8768
"Durangaldea / Duranguesado";"Secundarios";"Hombres";"2018";9130
"Durangaldea / Duranguesado";"Secundarios";"Hombres";"2019";9176
"Durangaldea / Duranguesado";"Secundarios";"Hombres";"2020";9118
"Durangaldea / Duranguesado";"Secundarios";"Mujeres";"2010";7818
"Durangaldea / Duranguesado";"Secundarios";"Mujeres";"2013";8018
"Durangaldea / Duranguesado";"Secundarios";"Mujeres";"2014";7897
"Durangaldea / Duranguesado";"Secundarios";"Mujeres";"2015";8080
"Durangaldea / Duranguesado";"Secundarios";"Mujeres";"2016";8097
"Durangaldea / Duranguesado";"Secundarios";"Mujeres";"2018";8472
"Durangaldea / Duranguesado";"Secundarios";"Mujeres";"2019";8540
"Durangaldea / Duranguesado";"Secundarios";"Mujeres";"2020";8526
"Durangaldea / Duranguesado";"Medio-superiores";"Hombres";"2010";2827
"Durangaldea / Duranguesado";"Medio-superiores";"Hombres";"2013";2499
"Durangaldea / Duranguesado";"Medio-superiores";"Hombres";"2014";2429
"Durangaldea / Duranguesado";"Medio-superiores";"Hombres";"2015";2333
"Durangaldea / Duranguesado";"Medio-superiores";"Hombres";"2016";2397
"Durangaldea / Duranguesado";"Medio-superiores";"Hombres";"2018";2375
"Durangaldea / Duranguesado";"Medio-superiores";"Hombres";"2019";2310
"Durangaldea / Duranguesado";"Medio-superiores";"Hombres";"2020";2173
"Durangaldea / Duranguesado";"Medio-superiores";"Mujeres";"2010";4159
"Durangaldea / Duranguesado";"Medio-superiores";"Mujeres";"2013";3836
"Durangaldea / Duranguesado";"Medio-superiores";"Mujeres";"2014";3776
"Durangaldea / Duranguesado";"Medio-superiores";"Mujeres";"2015";3719
"Durangaldea / Duranguesado";"Medio-superiores";"Mujeres";"2016";3805
"Durangaldea / Duranguesado";"Medio-superiores";"Mujeres";"2018";3718
"Durangaldea / Duranguesado";"Medio-superiores";"Mujeres";"2019";3571
"Durangaldea / Duranguesado";"Medio-superiores";"Mujeres";"2020";3394
"Durangaldea / Duranguesado";"Superiores";"Hombres";"2010";4278
"Durangaldea / Duranguesado";"Superiores";"Hombres";"2013";4931
"Durangaldea / Duranguesado";"Superiores";"Hombres";"2014";5140
"Durangaldea / Duranguesado";"Superiores";"Hombres";"2015";5213
"Durangaldea / Duranguesado";"Superiores";"Hombres";"2016";5299
"Durangaldea / Duranguesado";"Superiores";"Hombres";"2018";5696
"Durangaldea / Duranguesado";"Superiores";"Hombres";"2019";5881
"Durangaldea / Duranguesado";"Superiores";"Hombres";"2020";6212
"Durangaldea / Duranguesado";"Superiores";"Mujeres";"2010";5567
"Durangaldea / Duranguesado";"Superiores";"Mujeres";"2013";6372
"Durangaldea / Duranguesado";"Superiores";"Mujeres";"2014";6674
"Durangaldea / Duranguesado";"Superiores";"Mujeres";"2015";6816
"Durangaldea / Duranguesado";"Superiores";"Mujeres";"2016";7041
"Durangaldea / Duranguesado";"Superiores";"Mujeres";"2018";7702
"Durangaldea / Duranguesado";"Superiores";"Mujeres";"2019";8137
"Durangaldea / Duranguesado";"Superiores";"Mujeres";"2020";8621
"Enkartazioak / Encartaciones";"Analfabetos";"Hombres";"2010";47
"Enkartazioak / Encartaciones";"Analfabetos";"Hombres";"2013";52
"Enkartazioak / Encartaciones";"Analfabetos";"Hombres";"2014";52
"Enkartazioak / Encartaciones";"Analfabetos";"Hombres";"2015";53
"Enkartazioak / Encartaciones";"Analfabetos";"Hombres";"2016";51
"Enkartazioak / Encartaciones";"Analfabetos";"Hombres";"2018";46
"Enkartazioak / Encartaciones";"Analfabetos";"Hombres";"2019";44
"Enkartazioak / Encartaciones";"Analfabetos";"Hombres";"2020";45
"Enkartazioak / Encartaciones";"Analfabetos";"Mujeres";"2010";84
"Enkartazioak / Encartaciones";"Analfabetos";"Mujeres";"2013";71
"Enkartazioak / Encartaciones";"Analfabetos";"Mujeres";"2014";70
"Enkartazioak / Encartaciones";"Analfabetos";"Mujeres";"2015";71
"Enkartazioak / Encartaciones";"Analfabetos";"Mujeres";"2016";70
"Enkartazioak / Encartaciones";"Analfabetos";"Mujeres";"2018";64
"Enkartazioak / Encartaciones";"Analfabetos";"Mujeres";"2019";61
"Enkartazioak / Encartaciones";"Analfabetos";"Mujeres";"2020";54
"Enkartazioak / Encartaciones";"Sin estudios";"Hombres";"2010";132
"Enkartazioak / Encartaciones";"Sin estudios";"Hombres";"2013";136
"Enkartazioak / Encartaciones";"Sin estudios";"Hombres";"2014";136
"Enkartazioak / Encartaciones";"Sin estudios";"Hombres";"2015";139
"Enkartazioak / Encartaciones";"Sin estudios";"Hombres";"2016";138
"Enkartazioak / Encartaciones";"Sin estudios";"Hombres";"2018";149
"Enkartazioak / Encartaciones";"Sin estudios";"Hombres";"2019";154
"Enkartazioak / Encartaciones";"Sin estudios";"Hombres";"2020";159
"Enkartazioak / Encartaciones";"Sin estudios";"Mujeres";"2010";239
"Enkartazioak / Encartaciones";"Sin estudios";"Mujeres";"2013";217
"Enkartazioak / Encartaciones";"Sin estudios";"Mujeres";"2014";217
"Enkartazioak / Encartaciones";"Sin estudios";"Mujeres";"2015";203
"Enkartazioak / Encartaciones";"Sin estudios";"Mujeres";"2016";193
"Enkartazioak / Encartaciones";"Sin estudios";"Mujeres";"2018";199
"Enkartazioak / Encartaciones";"Sin estudios";"Mujeres";"2019";197
"Enkartazioak / Encartaciones";"Sin estudios";"Mujeres";"2020";207
"Enkartazioak / Encartaciones";"Primarios";"Hombres";"2010";5756
"Enkartazioak / Encartaciones";"Primarios";"Hombres";"2013";5493
"Enkartazioak / Encartaciones";"Primarios";"Hombres";"2014";5389
"Enkartazioak / Encartaciones";"Primarios";"Hombres";"2015";5294
"Enkartazioak / Encartaciones";"Primarios";"Hombres";"2016";5201
"Enkartazioak / Encartaciones";"Primarios";"Hombres";"2018";4862
"Enkartazioak / Encartaciones";"Primarios";"Hombres";"2019";4675
"Enkartazioak / Encartaciones";"Primarios";"Hombres";"2020";4663
"Enkartazioak / Encartaciones";"Primarios";"Mujeres";"2010";6593
"Enkartazioak / Encartaciones";"Primarios";"Mujeres";"2013";6382
"Enkartazioak / Encartaciones";"Primarios";"Mujeres";"2014";6314
"Enkartazioak / Encartaciones";"Primarios";"Mujeres";"2015";6237
"Enkartazioak / Encartaciones";"Primarios";"Mujeres";"2016";6064
"Enkartazioak / Encartaciones";"Primarios";"Mujeres";"2018";5691
"Enkartazioak / Encartaciones";"Primarios";"Mujeres";"2019";5576
"Enkartazioak / Encartaciones";"Primarios";"Mujeres";"2020";5498
"Enkartazioak / Encartaciones";"Profesionales";"Hombres";"2010";3386
"Enkartazioak / Encartaciones";"Profesionales";"Hombres";"2013";3643
"Enkartazioak / Encartaciones";"Profesionales";"Hombres";"2014";3709
"Enkartazioak / Encartaciones";"Profesionales";"Hombres";"2015";3715
"Enkartazioak / Encartaciones";"Profesionales";"Hombres";"2016";3798
"Enkartazioak / Encartaciones";"Profesionales";"Hombres";"2018";3877
"Enkartazioak / Encartaciones";"Profesionales";"Hombres";"2019";4050
"Enkartazioak / Encartaciones";"Profesionales";"Hombres";"2020";4148
"Enkartazioak / Encartaciones";"Profesionales";"Mujeres";"2010";2139
"Enkartazioak / Encartaciones";"Profesionales";"Mujeres";"2013";2333
"Enkartazioak / Encartaciones";"Profesionales";"Mujeres";"2014";2398
"Enkartazioak / Encartaciones";"Profesionales";"Mujeres";"2015";2424
"Enkartazioak / Encartaciones";"Profesionales";"Mujeres";"2016";2470
"Enkartazioak / Encartaciones";"Profesionales";"Mujeres";"2018";2508
"Enkartazioak / Encartaciones";"Profesionales";"Mujeres";"2019";2659
"Enkartazioak / Encartaciones";"Profesionales";"Mujeres";"2020";2719
"Enkartazioak / Encartaciones";"Secundarios";"Hombres";"2010";2954
"Enkartazioak / Encartaciones";"Secundarios";"Hombres";"2013";2992
"Enkartazioak / Encartaciones";"Secundarios";"Hombres";"2014";2940
"Enkartazioak / Encartaciones";"Secundarios";"Hombres";"2015";3009
"Enkartazioak / Encartaciones";"Secundarios";"Hombres";"2016";3024
"Enkartazioak / Encartaciones";"Secundarios";"Hombres";"2018";3126
"Enkartazioak / Encartaciones";"Secundarios";"Hombres";"2019";3157
"Enkartazioak / Encartaciones";"Secundarios";"Hombres";"2020";3107
"Enkartazioak / Encartaciones";"Secundarios";"Mujeres";"2010";2613
"Enkartazioak / Encartaciones";"Secundarios";"Mujeres";"2013";2723
"Enkartazioak / Encartaciones";"Secundarios";"Mujeres";"2014";2668
"Enkartazioak / Encartaciones";"Secundarios";"Mujeres";"2015";2759
"Enkartazioak / Encartaciones";"Secundarios";"Mujeres";"2016";2780
"Enkartazioak / Encartaciones";"Secundarios";"Mujeres";"2018";2907
"Enkartazioak / Encartaciones";"Secundarios";"Mujeres";"2019";2926
"Enkartazioak / Encartaciones";"Secundarios";"Mujeres";"2020";2954
"Enkartazioak / Encartaciones";"Medio-superiores";"Hombres";"2010";790
"Enkartazioak / Encartaciones";"Medio-superiores";"Hombres";"2013";751
"Enkartazioak / Encartaciones";"Medio-superiores";"Hombres";"2014";735
"Enkartazioak / Encartaciones";"Medio-superiores";"Hombres";"2015";700
"Enkartazioak / Encartaciones";"Medio-superiores";"Hombres";"2016";705
"Enkartazioak / Encartaciones";"Medio-superiores";"Hombres";"2018";674
"Enkartazioak / Encartaciones";"Medio-superiores";"Hombres";"2019";679
"Enkartazioak / Encartaciones";"Medio-superiores";"Hombres";"2020";659
"Enkartazioak / Encartaciones";"Medio-superiores";"Mujeres";"2010";1276
"Enkartazioak / Encartaciones";"Medio-superiores";"Mujeres";"2013";1223
"Enkartazioak / Encartaciones";"Medio-superiores";"Mujeres";"2014";1204
"Enkartazioak / Encartaciones";"Medio-superiores";"Mujeres";"2015";1184
"Enkartazioak / Encartaciones";"Medio-superiores";"Mujeres";"2016";1219
"Enkartazioak / Encartaciones";"Medio-superiores";"Mujeres";"2018";1181
"Enkartazioak / Encartaciones";"Medio-superiores";"Mujeres";"2019";1160
"Enkartazioak / Encartaciones";"Medio-superiores";"Mujeres";"2020";1100
"Enkartazioak / Encartaciones";"Superiores";"Hombres";"2010";1141
"Enkartazioak / Encartaciones";"Superiores";"Hombres";"2013";1309
"Enkartazioak / Encartaciones";"Superiores";"Hombres";"2014";1356
"Enkartazioak / Encartaciones";"Superiores";"Hombres";"2015";1396
"Enkartazioak / Encartaciones";"Superiores";"Hombres";"2016";1382
"Enkartazioak / Encartaciones";"Superiores";"Hombres";"2018";1481
"Enkartazioak / Encartaciones";"Superiores";"Hombres";"2019";1522
"Enkartazioak / Encartaciones";"Superiores";"Hombres";"2020";1583
"Enkartazioak / Encartaciones";"Superiores";"Mujeres";"2010";1523
"Enkartazioak / Encartaciones";"Superiores";"Mujeres";"2013";1769
"Enkartazioak / Encartaciones";"Superiores";"Mujeres";"2014";1832
"Enkartazioak / Encartaciones";"Superiores";"Mujeres";"2015";1854
"Enkartazioak / Encartaciones";"Superiores";"Mujeres";"2016";1895
"Enkartazioak / Encartaciones";"Superiores";"Mujeres";"2018";2083
"Enkartazioak / Encartaciones";"Superiores";"Mujeres";"2019";2177
"Enkartazioak / Encartaciones";"Superiores";"Mujeres";"2020";2329
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Hombres";"2010";18
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Hombres";"2013";14
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Hombres";"2014";15
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Hombres";"2015";15
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Hombres";"2016";12
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Hombres";"2018";10
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Hombres";"2019";10
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Hombres";"2020";10
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Mujeres";"2010";26
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Mujeres";"2013";21
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Mujeres";"2014";22
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Mujeres";"2015";22
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Mujeres";"2016";23
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Mujeres";"2018";24
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Mujeres";"2019";23
"Arabako Errioxa / Rioja Alavesa";"Analfabetos";"Mujeres";"2020";24
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Hombres";"2010";91
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Hombres";"2013";93
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Hombres";"2014";83
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Hombres";"2015";78
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Hombres";"2016";67
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Hombres";"2018";85
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Hombres";"2019";78
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Hombres";"2020";77
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Mujeres";"2010";116
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Mujeres";"2013";100
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Mujeres";"2014";101
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Mujeres";"2015";106
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Mujeres";"2016";89
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Mujeres";"2018";105
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Mujeres";"2019";91
"Arabako Errioxa / Rioja Alavesa";"Sin estudios";"Mujeres";"2020";92
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Hombres";"2010";2738
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Hombres";"2013";2617
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Hombres";"2014";2578
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Hombres";"2015";2515
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Hombres";"2016";2431
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Hombres";"2018";2295
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Hombres";"2019";2221
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Hombres";"2020";2219
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Mujeres";"2010";2407
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Mujeres";"2013";2273
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Mujeres";"2014";2246
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Mujeres";"2015";2256
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Mujeres";"2016";2184
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Mujeres";"2018";2086
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Mujeres";"2019";2033
"Arabako Errioxa / Rioja Alavesa";"Primarios";"Mujeres";"2020";1990
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Hombres";"2010";803
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Hombres";"2013";830
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Hombres";"2014";838
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Hombres";"2015";842
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Hombres";"2016";833
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Hombres";"2018";887
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Hombres";"2019";948
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Hombres";"2020";987
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Mujeres";"2010";614
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Mujeres";"2013";634
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Mujeres";"2014";636
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Mujeres";"2015";650
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Mujeres";"2016";632
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Mujeres";"2018";683
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Mujeres";"2019";732
"Arabako Errioxa / Rioja Alavesa";"Profesionales";"Mujeres";"2020";741
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Hombres";"2010";1148
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Hombres";"2013";1176
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Hombres";"2014";1223
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Hombres";"2015";1278
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Hombres";"2016";1299
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Hombres";"2018";1373
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Hombres";"2019";1330
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Hombres";"2020";1358
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Mujeres";"2010";922
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Mujeres";"2013";985
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Mujeres";"2014";1025
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Mujeres";"2015";1027
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Mujeres";"2016";1071
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Mujeres";"2018";1091
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Mujeres";"2019";1077
"Arabako Errioxa / Rioja Alavesa";"Secundarios";"Mujeres";"2020";1125
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Hombres";"2010";230
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Hombres";"2013";214
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Hombres";"2014";211
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Hombres";"2015";210
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Hombres";"2016";213
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Hombres";"2018";204
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Hombres";"2019";204
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Hombres";"2020";202
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Mujeres";"2010";455
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Mujeres";"2013";427
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Mujeres";"2014";419
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Mujeres";"2015";397
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Mujeres";"2016";414
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Mujeres";"2018";399
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Mujeres";"2019";400
"Arabako Errioxa / Rioja Alavesa";"Medio-superiores";"Mujeres";"2020";385
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Hombres";"2010";397
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Hombres";"2013";439
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Hombres";"2014";417
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Hombres";"2015";438
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Hombres";"2016";436
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Hombres";"2018";467
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Hombres";"2019";506
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Hombres";"2020";542
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Mujeres";"2010";429
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Mujeres";"2013";498
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Mujeres";"2014";499
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Mujeres";"2015";521
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Mujeres";"2016";546
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Mujeres";"2018";589
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Mujeres";"2019";658
"Arabako Errioxa / Rioja Alavesa";"Superiores";"Mujeres";"2020";683
"Gernika-Bermeo";"Analfabetos";"Hombres";"2010";44
"Gernika-Bermeo";"Analfabetos";"Hombres";"2013";34
"Gernika-Bermeo";"Analfabetos";"Hombres";"2014";32
"Gernika-Bermeo";"Analfabetos";"Hombres";"2015";33
"Gernika-Bermeo";"Analfabetos";"Hombres";"2016";30
"Gernika-Bermeo";"Analfabetos";"Hombres";"2018";30
"Gernika-Bermeo";"Analfabetos";"Hombres";"2019";26
"Gernika-Bermeo";"Analfabetos";"Hombres";"2020";21
"Gernika-Bermeo";"Analfabetos";"Mujeres";"2010";135
"Gernika-Bermeo";"Analfabetos";"Mujeres";"2013";102
"Gernika-Bermeo";"Analfabetos";"Mujeres";"2014";89
"Gernika-Bermeo";"Analfabetos";"Mujeres";"2015";86
"Gernika-Bermeo";"Analfabetos";"Mujeres";"2016";80
"Gernika-Bermeo";"Analfabetos";"Mujeres";"2018";62
"Gernika-Bermeo";"Analfabetos";"Mujeres";"2019";55
"Gernika-Bermeo";"Analfabetos";"Mujeres";"2020";50
"Gernika-Bermeo";"Sin estudios";"Hombres";"2010";407
"Gernika-Bermeo";"Sin estudios";"Hombres";"2013";358
"Gernika-Bermeo";"Sin estudios";"Hombres";"2014";329
"Gernika-Bermeo";"Sin estudios";"Hombres";"2015";331
"Gernika-Bermeo";"Sin estudios";"Hombres";"2016";314
"Gernika-Bermeo";"Sin estudios";"Hombres";"2018";315
"Gernika-Bermeo";"Sin estudios";"Hombres";"2019";298
"Gernika-Bermeo";"Sin estudios";"Hombres";"2020";303
"Gernika-Bermeo";"Sin estudios";"Mujeres";"2010";702
"Gernika-Bermeo";"Sin estudios";"Mujeres";"2013";601
"Gernika-Bermeo";"Sin estudios";"Mujeres";"2014";566
"Gernika-Bermeo";"Sin estudios";"Mujeres";"2015";546
"Gernika-Bermeo";"Sin estudios";"Mujeres";"2016";505
"Gernika-Bermeo";"Sin estudios";"Mujeres";"2018";481
"Gernika-Bermeo";"Sin estudios";"Mujeres";"2019";476
"Gernika-Bermeo";"Sin estudios";"Mujeres";"2020";473
"Gernika-Bermeo";"Primarios";"Hombres";"2010";7361
"Gernika-Bermeo";"Primarios";"Hombres";"2013";6989
"Gernika-Bermeo";"Primarios";"Hombres";"2014";6810
"Gernika-Bermeo";"Primarios";"Hombres";"2015";6645
"Gernika-Bermeo";"Primarios";"Hombres";"2016";6489
"Gernika-Bermeo";"Primarios";"Hombres";"2018";6197
"Gernika-Bermeo";"Primarios";"Hombres";"2019";5938
"Gernika-Bermeo";"Primarios";"Hombres";"2020";5908
"Gernika-Bermeo";"Primarios";"Mujeres";"2010";8963
"Gernika-Bermeo";"Primarios";"Mujeres";"2013";8553
"Gernika-Bermeo";"Primarios";"Mujeres";"2014";8401
"Gernika-Bermeo";"Primarios";"Mujeres";"2015";8237
"Gernika-Bermeo";"Primarios";"Mujeres";"2016";8087
"Gernika-Bermeo";"Primarios";"Mujeres";"2018";7708
"Gernika-Bermeo";"Primarios";"Mujeres";"2019";7523
"Gernika-Bermeo";"Primarios";"Mujeres";"2020";7373
"Gernika-Bermeo";"Profesionales";"Hombres";"2010";3644
"Gernika-Bermeo";"Profesionales";"Hombres";"2013";3987
"Gernika-Bermeo";"Profesionales";"Hombres";"2014";4097
"Gernika-Bermeo";"Profesionales";"Hombres";"2015";4194
"Gernika-Bermeo";"Profesionales";"Hombres";"2016";4288
"Gernika-Bermeo";"Profesionales";"Hombres";"2018";4410
"Gernika-Bermeo";"Profesionales";"Hombres";"2019";4638
