"Renta personal media de la C.A. de Euskadi (euros) por ámbitos territoriales, tipo de renta, sexo y periodo"

"ámbitos territoriales";"tipo de renta";"sexo";"periodo";Renta personal media de la C.A. de Euskadi (euros)
"Zeanuri";"Renta disponible";"Total";"2018";19361
"Zeanuri";"Renta disponible";"Total";"2019";21204
"Zeanuri";"Renta disponible";"Hombres";"2001";15006
"Zeanuri";"Renta disponible";"Hombres";"2003";17234
"Zeanuri";"Renta disponible";"Hombres";"2006";18579
"Zeanuri";"Renta disponible";"Hombres";"2009";21778
"Zeanuri";"Renta disponible";"Hombres";"2011";21082
"Zeanuri";"Renta disponible";"Hombres";"2013";22006
"Zeanuri";"Renta disponible";"Hombres";"2014";21930
"Zeanuri";"Renta disponible";"Hombres";"2015";21497
"Zeanuri";"Renta disponible";"Hombres";"2016";21783
"Zeanuri";"Renta disponible";"Hombres";"2017";22908
"Zeanuri";"Renta disponible";"Hombres";"2018";23165
"Zeanuri";"Renta disponible";"Hombres";"2019";25226
"Zeanuri";"Renta disponible";"Mujeres";"2001";7969
"Zeanuri";"Renta disponible";"Mujeres";"2003";8907
"Zeanuri";"Renta disponible";"Mujeres";"2006";10600
"Zeanuri";"Renta disponible";"Mujeres";"2009";13992
"Zeanuri";"Renta disponible";"Mujeres";"2011";14289
"Zeanuri";"Renta disponible";"Mujeres";"2013";14629
"Zeanuri";"Renta disponible";"Mujeres";"2014";14863
"Zeanuri";"Renta disponible";"Mujeres";"2015";15429
"Zeanuri";"Renta disponible";"Mujeres";"2016";16381
"Zeanuri";"Renta disponible";"Mujeres";"2017";16157
"Zeanuri";"Renta disponible";"Mujeres";"2018";15324
"Zeanuri";"Renta disponible";"Mujeres";"2019";16986
"Zeberio";"Renta total";"Total";"2001";12501
"Zeberio";"Renta total";"Total";"2003";13894
"Zeberio";"Renta total";"Total";"2006";16879
"Zeberio";"Renta total";"Total";"2009";19894
"Zeberio";"Renta total";"Total";"2011";19368
"Zeberio";"Renta total";"Total";"2013";19356
"Zeberio";"Renta total";"Total";"2014";20075
"Zeberio";"Renta total";"Total";"2015";20629
"Zeberio";"Renta total";"Total";"2016";20409
"Zeberio";"Renta total";"Total";"2017";22127
"Zeberio";"Renta total";"Total";"2018";22539
"Zeberio";"Renta total";"Total";"2019";23317
"Zeberio";"Renta total";"Hombres";"2001";15801
"Zeberio";"Renta total";"Hombres";"2003";18110
"Zeberio";"Renta total";"Hombres";"2006";21075
"Zeberio";"Renta total";"Hombres";"2009";23788
"Zeberio";"Renta total";"Hombres";"2011";22862
"Zeberio";"Renta total";"Hombres";"2013";22712
"Zeberio";"Renta total";"Hombres";"2014";23585
"Zeberio";"Renta total";"Hombres";"2015";24328
"Zeberio";"Renta total";"Hombres";"2016";23683
"Zeberio";"Renta total";"Hombres";"2017";25141
"Zeberio";"Renta total";"Hombres";"2018";26802
"Zeberio";"Renta total";"Hombres";"2019";28103
"Zeberio";"Renta total";"Mujeres";"2001";8835
"Zeberio";"Renta total";"Mujeres";"2003";9387
"Zeberio";"Renta total";"Mujeres";"2006";12504
"Zeberio";"Renta total";"Mujeres";"2009";16077
"Zeberio";"Renta total";"Mujeres";"2011";15967
"Zeberio";"Renta total";"Mujeres";"2013";16140
"Zeberio";"Renta total";"Mujeres";"2014";16720
"Zeberio";"Renta total";"Mujeres";"2015";16964
"Zeberio";"Renta total";"Mujeres";"2016";17143
"Zeberio";"Renta total";"Mujeres";"2017";19181
"Zeberio";"Renta total";"Mujeres";"2018";18333
"Zeberio";"Renta total";"Mujeres";"2019";18677
"Zeberio";"Renta del trabajo";"Total";"2001";7785
"Zeberio";"Renta del trabajo";"Total";"2003";8682
"Zeberio";"Renta del trabajo";"Total";"2006";11021
"Zeberio";"Renta del trabajo";"Total";"2009";12896
"Zeberio";"Renta del trabajo";"Total";"2011";12885
"Zeberio";"Renta del trabajo";"Total";"2013";12482
"Zeberio";"Renta del trabajo";"Total";"2014";13017
"Zeberio";"Renta del trabajo";"Total";"2015";13578
"Zeberio";"Renta del trabajo";"Total";"2016";13376
"Zeberio";"Renta del trabajo";"Total";"2017";14624
"Zeberio";"Renta del trabajo";"Total";"2018";14565
"Zeberio";"Renta del trabajo";"Total";"2019";14546
"Zeberio";"Renta del trabajo";"Hombres";"2001";10117
"Zeberio";"Renta del trabajo";"Hombres";"2003";11458
"Zeberio";"Renta del trabajo";"Hombres";"2006";13907
"Zeberio";"Renta del trabajo";"Hombres";"2009";14956
"Zeberio";"Renta del trabajo";"Hombres";"2011";14846
"Zeberio";"Renta del trabajo";"Hombres";"2013";13941
"Zeberio";"Renta del trabajo";"Hombres";"2014";14718
"Zeberio";"Renta del trabajo";"Hombres";"2015";15484
"Zeberio";"Renta del trabajo";"Hombres";"2016";14869
"Zeberio";"Renta del trabajo";"Hombres";"2017";16322
"Zeberio";"Renta del trabajo";"Hombres";"2018";16849
"Zeberio";"Renta del trabajo";"Hombres";"2019";16467
"Zeberio";"Renta del trabajo";"Mujeres";"2001";5194
"Zeberio";"Renta del trabajo";"Mujeres";"2003";5715
"Zeberio";"Renta del trabajo";"Mujeres";"2006";8013
"Zeberio";"Renta del trabajo";"Mujeres";"2009";10876
"Zeberio";"Renta del trabajo";"Mujeres";"2011";10975
"Zeberio";"Renta del trabajo";"Mujeres";"2013";11083
"Zeberio";"Renta del trabajo";"Mujeres";"2014";11392
"Zeberio";"Renta del trabajo";"Mujeres";"2015";11688
"Zeberio";"Renta del trabajo";"Mujeres";"2016";11887
"Zeberio";"Renta del trabajo";"Mujeres";"2017";12964
"Zeberio";"Renta del trabajo";"Mujeres";"2018";12312
"Zeberio";"Renta del trabajo";"Mujeres";"2019";12685
"Zeberio";"Renta capital mobiliario";"Total";"2001";663
"Zeberio";"Renta capital mobiliario";"Total";"2003";745
"Zeberio";"Renta capital mobiliario";"Total";"2006";1169
"Zeberio";"Renta capital mobiliario";"Total";"2009";1548
"Zeberio";"Renta capital mobiliario";"Total";"2011";779
"Zeberio";"Renta capital mobiliario";"Total";"2013";955
"Zeberio";"Renta capital mobiliario";"Total";"2014";1038
"Zeberio";"Renta capital mobiliario";"Total";"2015";702
"Zeberio";"Renta capital mobiliario";"Total";"2016";745
"Zeberio";"Renta capital mobiliario";"Total";"2017";697
"Zeberio";"Renta capital mobiliario";"Total";"2018";499
"Zeberio";"Renta capital mobiliario";"Total";"2019";927
"Zeberio";"Renta capital mobiliario";"Hombres";"2001";701
"Zeberio";"Renta capital mobiliario";"Hombres";"2003";935
"Zeberio";"Renta capital mobiliario";"Hombres";"2006";1234
"Zeberio";"Renta capital mobiliario";"Hombres";"2009";1815
"Zeberio";"Renta capital mobiliario";"Hombres";"2011";892
"Zeberio";"Renta capital mobiliario";"Hombres";"2013";1107
"Zeberio";"Renta capital mobiliario";"Hombres";"2014";1177
"Zeberio";"Renta capital mobiliario";"Hombres";"2015";813
"Zeberio";"Renta capital mobiliario";"Hombres";"2016";763
"Zeberio";"Renta capital mobiliario";"Hombres";"2017";509
"Zeberio";"Renta capital mobiliario";"Hombres";"2018";429
"Zeberio";"Renta capital mobiliario";"Hombres";"2019";1481
"Zeberio";"Renta capital mobiliario";"Mujeres";"2001";620
"Zeberio";"Renta capital mobiliario";"Mujeres";"2003";542
"Zeberio";"Renta capital mobiliario";"Mujeres";"2006";1102
"Zeberio";"Renta capital mobiliario";"Mujeres";"2009";1286
"Zeberio";"Renta capital mobiliario";"Mujeres";"2011";669
"Zeberio";"Renta capital mobiliario";"Mujeres";"2013";809
"Zeberio";"Renta capital mobiliario";"Mujeres";"2014";906
"Zeberio";"Renta capital mobiliario";"Mujeres";"2015";593
"Zeberio";"Renta capital mobiliario";"Mujeres";"2016";728
"Zeberio";"Renta capital mobiliario";"Mujeres";"2017";880
"Zeberio";"Renta capital mobiliario";"Mujeres";"2018";568
"Zeberio";"Renta capital mobiliario";"Mujeres";"2019";389
"Zeberio";"Renta capital inmobiliario";"Total";"2001";128
"Zeberio";"Renta capital inmobiliario";"Total";"2003";199
"Zeberio";"Renta capital inmobiliario";"Total";"2006";224
"Zeberio";"Renta capital inmobiliario";"Total";"2009";287
"Zeberio";"Renta capital inmobiliario";"Total";"2011";345
"Zeberio";"Renta capital inmobiliario";"Total";"2013";304
"Zeberio";"Renta capital inmobiliario";"Total";"2014";323
"Zeberio";"Renta capital inmobiliario";"Total";"2015";344
"Zeberio";"Renta capital inmobiliario";"Total";"2016";391
"Zeberio";"Renta capital inmobiliario";"Total";"2017";433
"Zeberio";"Renta capital inmobiliario";"Total";"2018";482
"Zeberio";"Renta capital inmobiliario";"Total";"2019";488
"Zeberio";"Renta capital inmobiliario";"Hombres";"2001";168
"Zeberio";"Renta capital inmobiliario";"Hombres";"2003";262
"Zeberio";"Renta capital inmobiliario";"Hombres";"2006";171
"Zeberio";"Renta capital inmobiliario";"Hombres";"2009";194
"Zeberio";"Renta capital inmobiliario";"Hombres";"2011";298
"Zeberio";"Renta capital inmobiliario";"Hombres";"2013";290
"Zeberio";"Renta capital inmobiliario";"Hombres";"2014";260
"Zeberio";"Renta capital inmobiliario";"Hombres";"2015";290
"Zeberio";"Renta capital inmobiliario";"Hombres";"2016";381
"Zeberio";"Renta capital inmobiliario";"Hombres";"2017";349
"Zeberio";"Renta capital inmobiliario";"Hombres";"2018";407
"Zeberio";"Renta capital inmobiliario";"Hombres";"2019";400
"Zeberio";"Renta capital inmobiliario";"Mujeres";"2001";85
"Zeberio";"Renta capital inmobiliario";"Mujeres";"2003";133
"Zeberio";"Renta capital inmobiliario";"Mujeres";"2006";278
"Zeberio";"Renta capital inmobiliario";"Mujeres";"2009";377
"Zeberio";"Renta capital inmobiliario";"Mujeres";"2011";390
"Zeberio";"Renta capital inmobiliario";"Mujeres";"2013";318
"Zeberio";"Renta capital inmobiliario";"Mujeres";"2014";384
"Zeberio";"Renta capital inmobiliario";"Mujeres";"2015";398
"Zeberio";"Renta capital inmobiliario";"Mujeres";"2016";400
"Zeberio";"Renta capital inmobiliario";"Mujeres";"2017";516
"Zeberio";"Renta capital inmobiliario";"Mujeres";"2018";556
"Zeberio";"Renta capital inmobiliario";"Mujeres";"2019";573
"Zeberio";"Renta de actividades";"Total";"2001";945
"Zeberio";"Renta de actividades";"Total";"2003";1130
"Zeberio";"Renta de actividades";"Total";"2006";989
"Zeberio";"Renta de actividades";"Total";"2009";668
"Zeberio";"Renta de actividades";"Total";"2011";925
"Zeberio";"Renta de actividades";"Total";"2013";783
"Zeberio";"Renta de actividades";"Total";"2014";959
"Zeberio";"Renta de actividades";"Total";"2015";1013
"Zeberio";"Renta de actividades";"Total";"2016";883
"Zeberio";"Renta de actividades";"Total";"2017";1337
"Zeberio";"Renta de actividades";"Total";"2018";1842
"Zeberio";"Renta de actividades";"Total";"2019";1515
"Zeberio";"Renta de actividades";"Hombres";"2001";1127
"Zeberio";"Renta de actividades";"Hombres";"2003";1570
"Zeberio";"Renta de actividades";"Hombres";"2006";1389
"Zeberio";"Renta de actividades";"Hombres";"2009";920
"Zeberio";"Renta de actividades";"Hombres";"2011";1228
"Zeberio";"Renta de actividades";"Hombres";"2013";987
"Zeberio";"Renta de actividades";"Hombres";"2014";1206
"Zeberio";"Renta de actividades";"Hombres";"2015";1427
"Zeberio";"Renta de actividades";"Hombres";"2016";1240
"Zeberio";"Renta de actividades";"Hombres";"2017";1574
"Zeberio";"Renta de actividades";"Hombres";"2018";2607
"Zeberio";"Renta de actividades";"Hombres";"2019";2391
"Zeberio";"Renta de actividades";"Mujeres";"2001";742
"Zeberio";"Renta de actividades";"Mujeres";"2003";659
"Zeberio";"Renta de actividades";"Mujeres";"2006";571
"Zeberio";"Renta de actividades";"Mujeres";"2009";420
"Zeberio";"Renta de actividades";"Mujeres";"2011";630
"Zeberio";"Renta de actividades";"Mujeres";"2013";588
"Zeberio";"Renta de actividades";"Mujeres";"2014";722
"Zeberio";"Renta de actividades";"Mujeres";"2015";603
"Zeberio";"Renta de actividades";"Mujeres";"2016";527
"Zeberio";"Renta de actividades";"Mujeres";"2017";1105
"Zeberio";"Renta de actividades";"Mujeres";"2018";1087
"Zeberio";"Renta de actividades";"Mujeres";"2019";666
"Zeberio";"Transferencias";"Total";"2001";2980
"Zeberio";"Transferencias";"Total";"2003";3138
"Zeberio";"Transferencias";"Total";"2006";3476
"Zeberio";"Transferencias";"Total";"2009";4496
"Zeberio";"Transferencias";"Total";"2011";4434
"Zeberio";"Transferencias";"Total";"2013";4832
"Zeberio";"Transferencias";"Total";"2014";4737
"Zeberio";"Transferencias";"Total";"2015";4992
"Zeberio";"Transferencias";"Total";"2016";5014
"Zeberio";"Transferencias";"Total";"2017";5037
"Zeberio";"Transferencias";"Total";"2018";5152
"Zeberio";"Transferencias";"Total";"2019";5841
"Zeberio";"Transferencias";"Hombres";"2001";3689
"Zeberio";"Transferencias";"Hombres";"2003";3885
"Zeberio";"Transferencias";"Hombres";"2006";4375
"Zeberio";"Transferencias";"Hombres";"2009";5903
"Zeberio";"Transferencias";"Hombres";"2011";5598
"Zeberio";"Transferencias";"Hombres";"2013";6387
"Zeberio";"Transferencias";"Hombres";"2014";6223
"Zeberio";"Transferencias";"Hombres";"2015";6313
"Zeberio";"Transferencias";"Hombres";"2016";6430
"Zeberio";"Transferencias";"Hombres";"2017";6387
"Zeberio";"Transferencias";"Hombres";"2018";6511
"Zeberio";"Transferencias";"Hombres";"2019";7366
"Zeberio";"Transferencias";"Mujeres";"2001";2194
"Zeberio";"Transferencias";"Mujeres";"2003";2339
"Zeberio";"Transferencias";"Mujeres";"2006";2539
"Zeberio";"Transferencias";"Mujeres";"2009";3117
"Zeberio";"Transferencias";"Mujeres";"2011";3301
"Zeberio";"Transferencias";"Mujeres";"2013";3342
"Zeberio";"Transferencias";"Mujeres";"2014";3317
"Zeberio";"Transferencias";"Mujeres";"2015";3683
"Zeberio";"Transferencias";"Mujeres";"2016";3601
"Zeberio";"Transferencias";"Mujeres";"2017";3717
"Zeberio";"Transferencias";"Mujeres";"2018";3810
"Zeberio";"Transferencias";"Mujeres";"2019";4363
"Zeberio";"Renta disponible";"Total";"2001";10709
"Zeberio";"Renta disponible";"Total";"2003";11925
"Zeberio";"Renta disponible";"Total";"2006";14207
"Zeberio";"Renta disponible";"Total";"2009";17025
"Zeberio";"Renta disponible";"Total";"2011";16481
"Zeberio";"Renta disponible";"Total";"2013";16281
"Zeberio";"Renta disponible";"Total";"2014";16744
"Zeberio";"Renta disponible";"Total";"2015";17252
"Zeberio";"Renta disponible";"Total";"2016";17094
"Zeberio";"Renta disponible";"Total";"2017";18273
"Zeberio";"Renta disponible";"Total";"2018";18569
"Zeberio";"Renta disponible";"Total";"2019";19155
"Zeberio";"Renta disponible";"Hombres";"2001";13401
"Zeberio";"Renta disponible";"Hombres";"2003";15341
"Zeberio";"Renta disponible";"Hombres";"2006";17438
"Zeberio";"Renta disponible";"Hombres";"2009";20219
"Zeberio";"Renta disponible";"Hombres";"2011";19362
"Zeberio";"Renta disponible";"Hombres";"2013";19034
"Zeberio";"Renta disponible";"Hombres";"2014";19580
"Zeberio";"Renta disponible";"Hombres";"2015";20298
"Zeberio";"Renta disponible";"Hombres";"2016";19760
"Zeberio";"Renta disponible";"Hombres";"2017";20685
"Zeberio";"Renta disponible";"Hombres";"2018";22052
"Zeberio";"Renta disponible";"Hombres";"2019";22774
"Zeberio";"Renta disponible";"Mujeres";"2001";7720
"Zeberio";"Renta disponible";"Mujeres";"2003";8274
"Zeberio";"Renta disponible";"Mujeres";"2006";10839
"Zeberio";"Renta disponible";"Mujeres";"2009";13896
"Zeberio";"Renta disponible";"Mujeres";"2011";13677
"Zeberio";"Renta disponible";"Mujeres";"2013";13642
"Zeberio";"Renta disponible";"Mujeres";"2014";14035
"Zeberio";"Renta disponible";"Mujeres";"2015";14234
"Zeberio";"Renta disponible";"Mujeres";"2016";14433
"Zeberio";"Renta disponible";"Mujeres";"2017";15915
"Zeberio";"Renta disponible";"Mujeres";"2018";15133
"Zeberio";"Renta disponible";"Mujeres";"2019";15648
"Zegama";"Renta total";"Total";"2001";11668
"Zegama";"Renta total";"Total";"2003";12702
"Zegama";"Renta total";"Total";"2006";15325
"Zegama";"Renta total";"Total";"2009";19433
"Zegama";"Renta total";"Total";"2011";18862
"Zegama";"Renta total";"Total";"2013";19957
"Zegama";"Renta total";"Total";"2014";20252
"Zegama";"Renta total";"Total";"2015";20996
"Zegama";"Renta total";"Total";"2016";22045
"Zegama";"Renta total";"Total";"2017";22408
"Zegama";"Renta total";"Total";"2018";23289
"Zegama";"Renta total";"Total";"2019";25262
"Zegama";"Renta total";"Hombres";"2001";16492
"Zegama";"Renta total";"Hombres";"2003";17517
"Zegama";"Renta total";"Hombres";"2006";20206
"Zegama";"Renta total";"Hombres";"2009";24605
"Zegama";"Renta total";"Hombres";"2011";23699
"Zegama";"Renta total";"Hombres";"2013";25317
"Zegama";"Renta total";"Hombres";"2014";25874
"Zegama";"Renta total";"Hombres";"2015";26683
"Zegama";"Renta total";"Hombres";"2016";28075
"Zegama";"Renta total";"Hombres";"2017";28750
"Zegama";"Renta total";"Hombres";"2018";29504
"Zegama";"Renta total";"Hombres";"2019";32661
"Zegama";"Renta total";"Mujeres";"2001";6573
"Zegama";"Renta total";"Mujeres";"2003";7475
"Zegama";"Renta total";"Mujeres";"2006";9520
"Zegama";"Renta total";"Mujeres";"2009";13708
"Zegama";"Renta total";"Mujeres";"2011";13188
"Zegama";"Renta total";"Mujeres";"2013";13848
"Zegama";"Renta total";"Mujeres";"2014";14021
"Zegama";"Renta total";"Mujeres";"2015";14636
"Zegama";"Renta total";"Mujeres";"2016";15285
"Zegama";"Renta total";"Mujeres";"2017";15392
"Zegama";"Renta total";"Mujeres";"2018";16455
"Zegama";"Renta total";"Mujeres";"2019";17276
"Zegama";"Renta del trabajo";"Total";"2001";7342
"Zegama";"Renta del trabajo";"Total";"2003";7586
"Zegama";"Renta del trabajo";"Total";"2006";9848
"Zegama";"Renta del trabajo";"Total";"2009";11981
"Zegama";"Renta del trabajo";"Total";"2011";11933
"Zegama";"Renta del trabajo";"Total";"2013";12548
"Zegama";"Renta del trabajo";"Total";"2014";12842
"Zegama";"Renta del trabajo";"Total";"2015";12906
"Zegama";"Renta del trabajo";"Total";"2016";13719
"Zegama";"Renta del trabajo";"Total";"2017";14472
"Zegama";"Renta del trabajo";"Total";"2018";15028
"Zegama";"Renta del trabajo";"Total";"2019";16132
"Zegama";"Renta del trabajo";"Hombres";"2001";11153
"Zegama";"Renta del trabajo";"Hombres";"2003";11165
"Zegama";"Renta del trabajo";"Hombres";"2006";13511
"Zegama";"Renta del trabajo";"Hombres";"2009";15777
"Zegama";"Renta del trabajo";"Hombres";"2011";16037
"Zegama";"Renta del trabajo";"Hombres";"2013";16691
"Zegama";"Renta del trabajo";"Hombres";"2014";17402
"Zegama";"Renta del trabajo";"Hombres";"2015";17037
"Zegama";"Renta del trabajo";"Hombres";"2016";18450
"Zegama";"Renta del trabajo";"Hombres";"2017";19272
"Zegama";"Renta del trabajo";"Hombres";"2018";19637
"Zegama";"Renta del trabajo";"Hombres";"2019";21282
"Zegama";"Renta del trabajo";"Mujeres";"2001";3317
"Zegama";"Renta del trabajo";"Mujeres";"2003";3699
"Zegama";"Renta del trabajo";"Mujeres";"2006";5491
"Zegama";"Renta del trabajo";"Mujeres";"2009";7781
"Zegama";"Renta del trabajo";"Mujeres";"2011";7118
"Zegama";"Renta del trabajo";"Mujeres";"2013";7826
"Zegama";"Renta del trabajo";"Mujeres";"2014";7790
"Zegama";"Renta del trabajo";"Mujeres";"2015";8287
"Zegama";"Renta del trabajo";"Mujeres";"2016";8415
"Zegama";"Renta del trabajo";"Mujeres";"2017";9162
"Zegama";"Renta del trabajo";"Mujeres";"2018";9959
"Zegama";"Renta del trabajo";"Mujeres";"2019";10573
"Zegama";"Renta capital mobiliario";"Total";"2001";807
"Zegama";"Renta capital mobiliario";"Total";"2003";1076
"Zegama";"Renta capital mobiliario";"Total";"2006";1224
"Zegama";"Renta capital mobiliario";"Total";"2009";1886
"Zegama";"Renta capital mobiliario";"Total";"2011";1279
"Zegama";"Renta capital mobiliario";"Total";"2013";1647
"Zegama";"Renta capital mobiliario";"Total";"2014";1467
"Zegama";"Renta capital mobiliario";"Total";"2015";1483
"Zegama";"Renta capital mobiliario";"Total";"2016";1641
"Zegama";"Renta capital mobiliario";"Total";"2017";1010
"Zegama";"Renta capital mobiliario";"Total";"2018";1123
"Zegama";"Renta capital mobiliario";"Total";"2019";1502
"Zegama";"Renta capital mobiliario";"Hombres";"2001";1057
"Zegama";"Renta capital mobiliario";"Hombres";"2003";1302
"Zegama";"Renta capital mobiliario";"Hombres";"2006";1672
"Zegama";"Renta capital mobiliario";"Hombres";"2009";2250
"Zegama";"Renta capital mobiliario";"Hombres";"2011";1545
"Zegama";"Renta capital mobiliario";"Hombres";"2013";2246
"Zegama";"Renta capital mobiliario";"Hombres";"2014";1970
"Zegama";"Renta capital mobiliario";"Hombres";"2015";2177
"Zegama";"Renta capital mobiliario";"Hombres";"2016";2117
"Zegama";"Renta capital mobiliario";"Hombres";"2017";1511
"Zegama";"Renta capital mobiliario";"Hombres";"2018";1762
"Zegama";"Renta capital mobiliario";"Hombres";"2019";2440
"Zegama";"Renta capital mobiliario";"Mujeres";"2001";542
"Zegama";"Renta capital mobiliario";"Mujeres";"2003";830
"Zegama";"Renta capital mobiliario";"Mujeres";"2006";690
"Zegama";"Renta capital mobiliario";"Mujeres";"2009";1483
"Zegama";"Renta capital mobiliario";"Mujeres";"2011";968
"Zegama";"Renta capital mobiliario";"Mujeres";"2013";965
"Zegama";"Renta capital mobiliario";"Mujeres";"2014";909
"Zegama";"Renta capital mobiliario";"Mujeres";"2015";706
"Zegama";"Renta capital mobiliario";"Mujeres";"2016";1107
"Zegama";"Renta capital mobiliario";"Mujeres";"2017";456
"Zegama";"Renta capital mobiliario";"Mujeres";"2018";420
"Zegama";"Renta capital mobiliario";"Mujeres";"2019";489
"Zegama";"Renta capital inmobiliario";"Total";"2001";96
"Zegama";"Renta capital inmobiliario";"Total";"2003";80
"Zegama";"Renta capital inmobiliario";"Total";"2006";101
"Zegama";"Renta capital inmobiliario";"Total";"2009";150
"Zegama";"Renta capital inmobiliario";"Total";"2011";165
"Zegama";"Renta capital inmobiliario";"Total";"2013";158
"Zegama";"Renta capital inmobiliario";"Total";"2014";215
"Zegama";"Renta capital inmobiliario";"Total";"2015";246
"Zegama";"Renta capital inmobiliario";"Total";"2016";260
"Zegama";"Renta capital inmobiliario";"Total";"2017";306
"Zegama";"Renta capital inmobiliario";"Total";"2018";315
"Zegama";"Renta capital inmobiliario";"Total";"2019";330
"Zegama";"Renta capital inmobiliario";"Hombres";"2001";95
"Zegama";"Renta capital inmobiliario";"Hombres";"2003";75
"Zegama";"Renta capital inmobiliario";"Hombres";"2006";95
"Zegama";"Renta capital inmobiliario";"Hombres";"2009";113
"Zegama";"Renta capital inmobiliario";"Hombres";"2011";139
"Zegama";"Renta capital inmobiliario";"Hombres";"2013";167
"Zegama";"Renta capital inmobiliario";"Hombres";"2014";212
"Zegama";"Renta capital inmobiliario";"Hombres";"2015";241
"Zegama";"Renta capital inmobiliario";"Hombres";"2016";241
"Zegama";"Renta capital inmobiliario";"Hombres";"2017";276
"Zegama";"Renta capital inmobiliario";"Hombres";"2018";269
"Zegama";"Renta capital inmobiliario";"Hombres";"2019";295
"Zegama";"Renta capital inmobiliario";"Mujeres";"2001";97
"Zegama";"Renta capital inmobiliario";"Mujeres";"2003";85
"Zegama";"Renta capital inmobiliario";"Mujeres";"2006";107
"Zegama";"Renta capital inmobiliario";"Mujeres";"2009";192
"Zegama";"Renta capital inmobiliario";"Mujeres";"2011";195
"Zegama";"Renta capital inmobiliario";"Mujeres";"2013";149
"Zegama";"Renta capital inmobiliario";"Mujeres";"2014";219
"Zegama";"Renta capital inmobiliario";"Mujeres";"2015";252
"Zegama";"Renta capital inmobiliario";"Mujeres";"2016";281
"Zegama";"Renta capital inmobiliario";"Mujeres";"2017";339
"Zegama";"Renta capital inmobiliario";"Mujeres";"2018";366
"Zegama";"Renta capital inmobiliario";"Mujeres";"2019";368
"Zegama";"Renta de actividades";"Total";"2001";971
"Zegama";"Renta de actividades";"Total";"2003";1013
"Zegama";"Renta de actividades";"Total";"2006";774
"Zegama";"Renta de actividades";"Total";"2009";742
"Zegama";"Renta de actividades";"Total";"2011";592
"Zegama";"Renta de actividades";"Total";"2013";576
"Zegama";"Renta de actividades";"Total";"2014";721
"Zegama";"Renta de actividades";"Total";"2015";782
"Zegama";"Renta de actividades";"Total";"2016";899
"Zegama";"Renta de actividades";"Total";"2017";853
"Zegama";"Renta de actividades";"Total";"2018";931
"Zegama";"Renta de actividades";"Total";"2019";1046
"Zegama";"Renta de actividades";"Hombres";"2001";1241
"Zegama";"Renta de actividades";"Hombres";"2003";1374
"Zegama";"Renta de actividades";"Hombres";"2006";1017
"Zegama";"Renta de actividades";"Hombres";"2009";916
"Zegama";"Renta de actividades";"Hombres";"2011";759
"Zegama";"Renta de actividades";"Hombres";"2013";697
"Zegama";"Renta de actividades";"Hombres";"2014";861
"Zegama";"Renta de actividades";"Hombres";"2015";1042
"Zegama";"Renta de actividades";"Hombres";"2016";1247
"Zegama";"Renta de actividades";"Hombres";"2017";1077
"Zegama";"Renta de actividades";"Hombres";"2018";1166
"Zegama";"Renta de actividades";"Hombres";"2019";1276
"Zegama";"Renta de actividades";"Mujeres";"2001";685
"Zegama";"Renta de actividades";"Mujeres";"2003";622
"Zegama";"Renta de actividades";"Mujeres";"2006";487
"Zegama";"Renta de actividades";"Mujeres";"2009";550
"Zegama";"Renta de actividades";"Mujeres";"2011";398
"Zegama";"Renta de actividades";"Mujeres";"2013";439
"Zegama";"Renta de actividades";"Mujeres";"2014";565
"Zegama";"Renta de actividades";"Mujeres";"2015";491
"Zegama";"Renta de actividades";"Mujeres";"2016";508
"Zegama";"Renta de actividades";"Mujeres";"2017";605
"Zegama";"Renta de actividades";"Mujeres";"2018";674
"Zegama";"Renta de actividades";"Mujeres";"2019";797
"Zegama";"Transferencias";"Total";"2001";2453
"Zegama";"Transferencias";"Total";"2003";2948
"Zegama";"Transferencias";"Total";"2006";3378
"Zegama";"Transferencias";"Total";"2009";4674
"Zegama";"Transferencias";"Total";"2011";4892
"Zegama";"Transferencias";"Total";"2013";5027
"Zegama";"Transferencias";"Total";"2014";5007
"Zegama";"Transferencias";"Total";"2015";5579
"Zegama";"Transferencias";"Total";"2016";5527
"Zegama";"Transferencias";"Total";"2017";5766
"Zegama";"Transferencias";"Total";"2018";5892
"Zegama";"Transferencias";"Total";"2019";6253
"Zegama";"Transferencias";"Hombres";"2001";2946
"Zegama";"Transferencias";"Hombres";"2003";3601
"Zegama";"Transferencias";"Hombres";"2006";3911
"Zegama";"Transferencias";"Hombres";"2009";5550
"Zegama";"Transferencias";"Hombres";"2011";5219
"Zegama";"Transferencias";"Hombres";"2013";5516
"Zegama";"Transferencias";"Hombres";"2014";5430
"Zegama";"Transferencias";"Hombres";"2015";6186
"Zegama";"Transferencias";"Hombres";"2016";6020
"Zegama";"Transferencias";"Hombres";"2017";6613
"Zegama";"Transferencias";"Hombres";"2018";6670
"Zegama";"Transferencias";"Hombres";"2019";7367
"Zegama";"Transferencias";"Mujeres";"2001";1932
"Zegama";"Transferencias";"Mujeres";"2003";2239
"Zegama";"Transferencias";"Mujeres";"2006";2745
"Zegama";"Transferencias";"Mujeres";"2009";3703
"Zegama";"Transferencias";"Mujeres";"2011";4509
"Zegama";"Transferencias";"Mujeres";"2013";4469
"Zegama";"Transferencias";"Mujeres";"2014";4538
"Zegama";"Transferencias";"Mujeres";"2015";4900
